,cik_str,ticker,title
5410,0001527702,IQST,iqstel inc
5411,0001355839,PALT,"paltalk, inc."
5412,0001279704,CLRB,"cellectar biosciences, inc."
5413,0001520048,PVL,permianville royalty trust
5414,0001574565,EVGN,evogene ltd.
5415,0001602842,MOGO,mogo inc.
5416,0001707919,CENN,cenntro inc.
5417,0000749660,ICAD,icad inc
5418,0001853774,MCAF,mountain crest acquisition corp. iv
5419,0001816708,OWLT,"owlet, inc."
5420,0001742770,VIOT,"viomi technology co., ltd"
5421,0000707605,ASRV,ameriserv financial inc /pa/
5422,0001705402,AGMH,"agm group holdings, inc."
5423,0001066764,BTTC,bitech technologies corp
5424,0000793524,REFR,research frontiers inc
5425,0001850262,INTE,integral acquisition corp 1
5426,0001119083,MNDO,mind cti ltd
5427,0001844417,ESLA,"estrella immunopharma, inc."
5428,0000917225,XPL,solitario resources corp.
5429,0000893739,TURN,180 degree capital corp. /ny/
5430,0001603652,ULY,urgent.ly inc.
5431,0001868775,ASCA,aspac i acquisition corp.
5432,0001907730,YOTA,yotta acquisition corp
5433,0001579157,VNCE,vince holding corp.
5434,0001849466,TCBS,"texas community bancshares, inc."
5435,0000857949,CGA,"china green agriculture, inc."
5436,0001865468,KACL,kairous acquisition corp. ltd
5437,0001715925,IPA,immunoprecise antibodies ltd.
5438,0001811115,RNLX,renalytix plc
5439,0001499961,MULN,mullen automotive inc.
5440,0001835416,MACA,moringa acquisition corp
5441,0001088034,USIO,"usio, inc."
5442,0001213809,DYAI,dyadic international inc
5443,0001120970,LODE,comstock inc.
5444,0001391135,LIFD,lftd partners inc.
5445,0001006045,IRIX,iridex corp
5446,0001661059,NXTC,"nextcure, inc."
5447,0001962845,PXDT,"pixie dust technologies, inc."
5448,0001591890,FGF,fundamental global inc.
5449,0001719406,NRXP,"nrx pharmaceuticals, inc."
5450,0000754811,GROW,u s global investors inc
5451,0001930510,VCIG,vci global ltd
5452,0001885336,SSTC,"sensasure technologies, inc."
5453,0000033992,KINS,"kingstone companies, inc."
5454,0001875609,SWVL,swvl holdings corp
5455,0001668340,BCTF,"bancorp 34, inc."
5456,0001841425,VGAS,"verde clean fuels, inc."
5457,0001844389,ACBA,ace global business acquisition ltd
5458,0001915403,SATX,satixfy communications ltd.
5459,0001847360,BCOW,"1895 bancorp of wisconsin, inc. /md/"
5460,0001041024,RMTI,"rockwell medical, inc."
5461,0001753673,SJ,scienjoy holding corp
5462,0001883788,DHAI,"dih holding us, inc."
5463,0001709505,BEST,best inc.
5464,0001882963,AIB,aib acquisition corp
5465,0001619544,JFU,9f inc.
5466,0001380106,RPID,"rapid micro biosystems, inc."
5467,0001943802,FSEA,"first seacoast bancorp, inc."
5468,0001158780,PLUR,pluri inc.
5469,0001434524,CLIR,clearsign technologies corp
5470,0001864531,DHAC,digital health acquisition corp.
5471,0001864032,ADRT,ault disruptive technologies corp
5472,0001600847,GMDA,gamida cell ltd.
5473,0001713863,RFL,"rafael holdings, inc."
5474,0001766526,TECTP,"tectonic financial, inc."
5475,0001930179,ARBB,arb iot group ltd
5476,0001600983,KSCP,"knightscope, inc."
5477,0001404281,ELDN,"eledon pharmaceuticals, inc."
5478,0001710495,PNXP,pineapple express cannabis co
5479,0001785680,HYW,hywin holdings ltd.
5480,0001720161,CTRM,castor maritime inc.
5481,0001498233,CPTN,"cepton, inc."
5482,0001852767,MRT,"marti technologies, inc."
5483,0001641489,VTVT,vtv therapeutics inc.
5484,0001854368,DGHI,digihost technology inc.
5485,0001556179,RMRI,"rocky mountain industrials, inc."
5486,0000027367,DXR,daxor corp
5487,0001162461,CUTR,cutera inc
5488,0001500375,HFBL,"home federal bancorp, inc. of louisiana"
5489,0000040570,JOB,gee group inc.
5490,0001883984,ALCE,"alternus clean energy, inc."
5491,0001828805,ALMU,"aeluma, inc."
5492,0001628945,HLTH,cue health inc.
5493,0001951222,LAES,sealsq corp
5494,0000811641,ICCC,immucell corp /de/
5495,0001757715,ATER,"aterian, inc."
5496,0001913577,DECA,denali capital acquisition corp.
5497,0001359931,TARA,"protara therapeutics, inc."
5498,0001850906,OMIC,"singular genomics systems, inc."
5499,0000002186,BKTI,bk technologies corp
5500,0001339005,FEMY,femasys inc
5501,0001830210,BHIL,"benson hill, inc."
5502,0001382574,MEDS,"trxade health, inc"
5503,0001922858,ECDA,"ecd automotive design, inc."
5504,0001472619,LONCF,loncor gold inc.
5505,0001005101,MGLD,"marygold companies, inc."
5506,0001643988,LPTV,"loop media, inc."
5507,0001979332,CPBI,"central plains bancshares, inc."
5508,0001061027,VIRX,"viracta therapeutics, inc."
5509,0001736243,ACXP,"acurx pharmaceuticals, inc."
5510,0000864240,SYPR,sypris solutions inc
5511,0001084554,LTBR,lightbridge corp
5512,0001855467,MOBX,"mobix labs, inc"
5513,0001894210,QOMO,qomolangma acquisition corp.
5514,0001697818,ICLK,iclick interactive asia group ltd
5515,0001419951,DTST,data storage corp
5516,0001828522,EFTR,"effector therapeutics, inc."
5517,0000013156,GLXZ,"galaxy gaming, inc."
5518,0000909724,TLF,tandy leather factory inc
5519,0001015739,AWRE,aware inc /ma/
5520,0001634117,BNED,"barnes & noble education, inc."
5521,0001791725,HUDI,"huadi international group co., ltd."
5522,0001419806,REEMF,rare element resources ltd
5523,0001969863,SUGP,su group holdings ltd
5524,0001978133,YERBF,yerbae brands corp.
5525,0001695295,HYFM,"hydrofarm holdings group, inc."
5526,0001288770,XTGRF,xtra-gold resources corp
5527,0001091596,AURX,"nuo therapeutics, inc."
5528,0001858028,NOVV,nova vision acquisition corp
5529,0001829311,BMNR,"bitmine immersion technologies, inc."
5530,0001884164,KWIK,"kwikclick, inc."
5531,0001081745,INLX,"intellinetics, inc."
5532,0001826681,STRC,sarcos technology & robotics corp
5533,0000091668,SODI,solitron devices inc
5534,0001495651,UURAF,ucore rare metals inc.
5535,0001388295,ONEI,onemeta inc.
5536,0001210708,HSON,"hudson global, inc."
5537,0001868419,WAVS,western acquisition ventures corp.
5538,0001094038,MRKR,"marker therapeutics, inc."
5539,0000926617,AWH,aspira women's health inc.
5540,0001969401,LGCB,linkage global inc
5541,0000101295,UG,united guardian inc
5542,0001886894,SNAL,"snail, inc."
5543,0001692427,NCSM,"ncs multistage holdings, inc."
5544,0000831609,CXXIF,c21 investments inc.
5545,0001930021,HOVR,new horizon aircraft ltd.
5546,0000850027,GRF,"eagle capital growth fund, inc."
5547,0001328792,TPCS,techprecision corp
5548,0001778982,HUIZ,huize holding ltd
5549,0001560258,ECOR,"electrocore, inc."
5550,0001696558,JRSH,"jerash holdings (us), inc."
5551,0001832161,KEYR,keystar corp.
5552,0001374339,PMN,promis neurosciences inc.
5553,0001659494,COE,51talk online education group
5554,0001309251,MALG,microalliance group inc.
5555,0001785494,WBQNL,woodbridge liquidation trust
5556,0001807689,FCCI,"fast casual concepts, inc."
5557,0001022652,INSG,inseego corp.
5558,0000946563,RVP,retractable technologies inc
5559,0001678105,CAHO,caro holdings inc.
5560,0001580149,BIVI,biovie inc.
5561,0001131312,ZNOG,zion oil & gas inc
5562,0001951667,CTNT,cheetah net supply chain service inc.
5563,0001692415,CODX,"co-diagnostics, inc."
5564,0001429260,FBIO,"fortress biotech, inc."
5565,0001735041,GTEC,greenland technologies holding corp.
5566,0001563568,EVTV,"envirotech vehicles, inc."
5567,0001088413,GLGI,"greystone logistics, inc."
5568,0000081955,RAND,rand capital corp
5569,0001356093,CREX,"creative realities, inc."
5570,0001297937,PRKA,"parks america, inc"
5571,0001333835,CASA,casa systems inc
5572,0001958713,MI,nft ltd
5573,0001336050,EGF,"blackrock enhanced government fund, inc."
5574,0001863990,MSAI,"multisensor ai holdings, inc."
5575,0000787253,NAII,natural alternatives international inc
5576,0001288855,OPHC,"optimumbank holdings, inc."
5577,0001085921,MMTIF,micromem technologies inc
5578,0001708341,AGAE,allied gaming & entertainment inc.
5579,0001849670,PBBK,"pb bankshares, inc."
5580,0001834045,VWE,"vintage wine estates, inc."
5581,0001134765,CHUC,"charlie's holdings, inc."
5582,0001844507,AVHI,achari ventures holdings corp. i
5583,0001834975,VEV,vicinity motor corp
5584,0000027093,USAU,u.s. gold corp.
5585,0001800392,MLGO,microalgo inc.
5586,0001643715,LISMF,lithium south development corp
5587,0000946936,DSWL,deswell industries inc
5588,0000089140,SVT,servotronics inc /de/
5589,0001070050,APCX,apptech payments corp.
5590,0001040896,IDN,"intellicheck, inc."
5591,0001708599,AGE,"agex therapeutics, inc."
5592,0001870404,CERO,"cero therapeutics holdings, inc."
5593,0000846913,FTEK,"fuel tech, inc."
5594,0000867840,POCI,"precision optics corporation, inc."
5595,0001859035,MCAG,mountain crest acquisition corp. v
5596,0001866030,AZ,a2z smart technologies corp
5597,0000061004,LGL,lgl group inc
5598,0001931717,CCTG,ccsc technology international holdings ltd
5599,0001832487,GUER,"guerrilla rf, inc."
5600,0001181505,PYN,pimco new york municipal income fund iii
5601,0001853044,AERT,"aeries technology, inc."
5602,0000722572,FKWL,franklin wireless corp
5603,0000065759,MPAD,micropac industries inc
5604,0001056285,KIRK,"kirkland's, inc"
5605,0001962911,INFT,infinity bancorp
5606,0001082038,DRRX,durect corp
5607,0001785493,PXPC,phoenix plus corp.
5608,0001838987,CSLR,"complete solaria, inc."
5609,0000810332,MESA,mesa air group inc
5610,0001018735,NYMXF,nymox pharmaceutical corp
5611,0001844971,GREE,greenidge generation holdings inc.
5612,0001383395,SQNS,sequans communications
5613,0001517496,BTCM,bit mining ltd
5614,0001847986,DFLI,dragonfly energy holdings corp.
5615,0001804469,GFAI,"guardforce ai co., ltd."
5616,0001042187,YHGJ,yunhong green cti ltd.
5617,0001442492,LRDC,"laredo oil, inc."
5618,0001901799,BTM,bitcoin depot inc.
5619,0000740664,RFIL,r f industries ltd
5620,0001377149,CRVW,careview communications inc
5621,0001039280,NTWK,netsol technologies inc
5622,0001840229,INKT,"mink therapeutics, inc."
5623,0001846084,JETMF,global crossing airlines group inc.
5624,0001297341,KFFB,kentucky first federal bancorp
5625,0001814067,LXEH,lixiang education holding co. ltd.
5626,0001939801,SMDRF,sierra madre gold & silver ltd.
5627,0001274737,XGN,exagen inc.
5628,0001879848,PEV,phoenix motor inc.
5629,0001396536,DUOT,"duos technologies group, inc."
5630,0001444192,ACST,acasti pharma inc.
5631,0000766792,CVV,cvd equipment corp
5632,0001459417,TWOU,"2u, inc."
5633,0000856128,MFV,mfs special value trust
5634,0000833021,CIF,mfs intermediate high income fund
5635,0001735556,BTOG,bit origin ltd
5636,0001865429,OAKV,"oak view bankshares, inc."
5637,0000351998,DAIO,data i/o corp
5638,0000888981,NNUP,nocopi technologies inc/md/
5639,0001836176,FATH,fathom digital manufacturing corp
5640,0001580063,BIOR,"biora therapeutics, inc."
5641,0001441082,HLCO,healing co inc.
5642,0000808326,EMKR,emcore corp
5643,0001495231,IZEA,"izea worldwide, inc."
5644,0001907184,ELBM,electra battery materials corp
5645,0001734750,MOVE,movano inc.
5646,0000889348,CVU,cpi aerostructures inc
5647,0001913838,VWFB,"vwf bancorp, inc."
5648,0001876766,LICN,lichen china ltd
5649,0000722313,NSYS,nortech systems inc
5650,0001824884,ADOC,edoc acquisition corp.
5651,0001100397,ADXS,"ayala pharmaceuticals, inc."
5652,0001864055,ABTS,abits group inc
5653,0001438943,RNGE,"range impact, inc."
5654,0001160791,GORO,gold resource corp
5655,0001558740,WNLV,winvest group ltd
5656,0001847846,EUDA,euda health holdings ltd
5657,0001310527,QSAM,"qsam biosciences, inc."
5658,0001409375,OESX,"orion energy systems, inc."
5659,0001841209,HOLO,microcloud hologram inc.
5660,0001590418,FCUV,focus universal inc.
5661,0001549145,BIOF,"blue biofuels, inc."
5662,0001445942,TMRC,texas mineral resources corp.
5663,0001547521,BBUZ,"engage mobility, inc."
5664,0001460602,ORGS,orgenesis inc.
5665,0001771885,HUGE,fsd pharma inc.
5666,0001500198,NMTC,neuroone medical technologies corp
5667,0001847806,GNS,genius group ltd
5668,0001953588,PAANF,pan american energy corp. (canada)
5669,0001178697,SONM,sonim technologies inc
5670,0001819704,MRM,medirom healthcare technologies inc.
5671,0001684693,SLGL,sol-gel technologies ltd.
5672,0001870144,CDIO,"cardio diagnostics holdings, inc."
5673,0001776909,CURI,curiositystream inc.
5674,0001678848,BIMT,cambell international holding corp.
5675,0001820875,CXAI,cxapp inc.
5676,0000825324,GTIM,good times restaurants inc.
5677,0001098880,IGXT,intelgenx technologies corp.
5678,0001574094,RNXT,"renovorx, inc."
5679,0001863460,PPHP,php ventures acquisition corp.
5680,0001862068,RBT,"rubicon technologies, inc."
5681,0001748137,NEOV,neovolta inc.
5682,0001821468,YQ,17 education & technology group inc.
5683,0001833498,MDAI,"spectral ai, inc."
5684,0001689448,LILIF,argentina lithium & energy corp.
5685,0001329606,CETY,"clean energy technologies, inc."
5686,0001566044,VYNE,vyne therapeutics inc.
5687,0001849380,ONMD,onemednet corp
5688,0001928948,CACO,caravelle international group
5689,0000083350,RSRV,reserve petroleum co
5690,0001635729,EQTRF,altamira gold corp.
5691,0001892292,MSS,maison solutions inc.
5692,0001260990,ONCT,"oncternal therapeutics, inc."
5693,0001008586,STRM,streamline health solutions inc.
5694,0001734005,APM,aptorum group ltd
5695,0001949478,DTCK,davis commodities ltd
5696,0001524769,CHKR,chesapeake granite wash trust
5697,0001713210,ATPC,agape atp corp
5698,0001449349,RDGL,vivos inc
5699,0001553404,PGTK,pacific green technologies inc.
5700,0001769624,AGBA,agba group holding ltd.
5701,0001391933,QNTO,quaint oak bancorp inc
5702,0001844505,QTI,"qt imaging holdings, inc."
5703,0001262104,MEIP,"mei pharma, inc."
5704,0001829247,BFRG,"bullfrog ai holdings, inc."
5705,0001026980,APWC,asia pacific wire & cable corp ltd
5706,0001637736,SOLO,electrameccanica vehicles corp.
5707,0001964021,NCNC,noco-noco inc.
5708,0001819794,HTOO,fusion fuel green plc
5709,0001813603,HSTA,hestia insight inc.
5710,0001759546,RIDEQ,lordstown motors corp.
5711,0000845819,KTEL,"konatel, inc."
5712,0000911216,PTN,palatin technologies inc
5713,0001285170,ITMSF,intermap technologies corp
5714,0000948708,SMSI,"smith micro software, inc."
5715,0001107421,TCRT,"alaunos therapeutics, inc."
5716,0001600422,SDPI,"superior drilling products, inc."
5717,0000839470,WWR,"westwater resources, inc."
5718,0001087294,CPIX,cumberland pharmaceuticals inc
5719,0001871983,ANGH,anghami inc
5720,0001741220,CWPE,cw petroleum corp
5721,0001030471,UTSI,utstarcom holdings corp.
5722,0000896494,SNT,senstar technologies ltd.
5723,0001872525,SWAG,"stran & company, inc."
5724,0000352955,CKX,"ckx lands, inc."
5725,0001914805,BANL,cbl international ltd
5726,0001824893,SRZN,"surrozen, inc./de"
5727,0001815849,ATIP,"ati physical therapy, inc."
5728,0001296774,NCTY,the9 ltd
5729,0001914818,STBX,starbox group holdings ltd.
5730,0001874074,MMV,multimetaverse holdings ltd
5731,0001463361,UBX,"unity biotechnology, inc."
5732,0000814676,CPSH,cps technologies corp/de/
5733,0001724542,CLPS,clps inc
5734,0001738758,CHR,"cheer holding, inc."
5735,0001549084,EKSO,"ekso bionics holdings, inc."
5736,0001611842,PYPD,polypid ltd.
5737,0001556266,BYU,"baiyu holdings, inc."
5738,0001420565,ALRN,aileron therapeutics inc
5739,0000320017,LSTA,"lisata therapeutics, inc."
5740,0001837493,IINN,inspira technologies oxy b.h.n. ltd
5741,0001058307,NXPL,nextplat corp
5742,0001468327,RENT,"rent the runway, inc."
5743,0001553788,SBEV,"splash beverage group, inc."
5744,0001407583,BHLL,bunker hill mining corp.
5745,0001447380,MFON,mobivity holdings corp.
5746,0001537028,ICD,"independence contract drilling, inc."
5747,0001781726,NPLS,np life sciences health industry group inc.
5748,0000101594,USEG,us energy corp
5749,0001144546,HWTR,"hfactor, inc."
5750,0001738699,WKEY,wisekey international holding s.a.
5751,0001309057,CHHE,"china health industries holdings, inc."
5752,0001928340,GDHG,golden heaven group holdings ltd.
5753,0001960208,CREV,carbon revolution public ltd co
5754,0001827620,SLDX,"stella diagnostics, inc."
5755,0001346610,SOS,sos ltd
5756,0001813914,CMAX,"caremax, inc."
5757,0001397047,FPAY,"flexshopper, inc."
5758,0001879403,LRHC,la rosa holdings corp.
5759,0001419041,FBRX,"forte biosciences, inc."
5760,0000718332,RAVE,"rave restaurant group, inc."
5761,0001196298,NEPH,nephros inc
5762,0000883107,NANX,nanophase technologies corp
5763,0001912847,USEA,united maritime corp
5764,0000838875,WVVI,willamette valley vineyards inc
5765,0000318833,TISI,team inc
5766,0000025743,TXMD,"therapeuticsmd, inc."
5767,0001642380,OCX,oncocyte corp
5768,0001482436,AGXPF,silver x mining corp.
5769,0001956955,UMAC,"unusual machines, inc."
5770,0001172178,LBSR,liberty star uranium & metals corp.
5771,0001742341,HKIT,hitek global inc.
5772,0001636051,FUST,fuse group holding inc.
5773,0001783432,TETOF,tectonic metals inc.
5774,0001894954,XPON,expion360 inc.
5775,0000101538,UAMY,united states antimony corp
5776,0001126234,LUMO,"lumos pharma, inc."
5777,0001103795,QSEP,"qs energy, inc."
5778,0001938865,TCJH,top kingwin ltd
5779,0001850266,AKLI,"akili, inc."
5780,0001099160,BBGI,beasley broadcast group inc
5781,0001873093,GDTC,cytomed therapeutics ltd
5782,0001163560,GTMAY,grupo tmm sab
5783,0001627282,CWD,calibercos inc.
5784,0001282224,DLPN,"dolphin entertainment, inc."
5785,0000814549,EBIXQ,ebix inc
5786,0001122020,PCSV,"pcs edventures!, inc."
5787,0001847075,SAI,sai.tech global corp
5788,0001000230,OCC,optical cable corp
5789,0001761911,NOWG,nowigence inc.
5790,0001570843,GEBRF,greenbriar sustainable living inc.
5791,0001638287,NRBO,"neurobo pharmaceuticals, inc."
5792,0001780731,EPOW,"sunrise new energy co., ltd."
5793,0000732026,TRT,trio-tech international
5794,0000845385,PIAC,princeton capital corp
5795,0000907654,ABIO,"arca biopharma, inc."
5796,0001417663,SNWV,"sanuwave health, inc."
5797,0001004989,SGRP,"spar group, inc."
5798,0001855485,CLDI,"calidi biotherapeutics, inc."
5799,0000034285,RLBY,reliability inc
5800,0000899782,NOM,nuveen missouri quality municipal income fund
5801,0000882361,APTO,aptose biosciences inc.
5802,0001829802,SNSE,"sensei biotherapeutics, inc."
5803,0001904286,MIRA,"mira pharmaceuticals, inc."
5804,0001083522,JSDA,jones soda co
5805,0001961592,GSHRF,goldshore resources inc.
5806,0000844856,HCMC,healthier choices management corp.
5807,0001538495,ETST,"earth science tech, inc."
5808,0001781983,APRE,"aprea therapeutics, inc."
5809,0001839608,GETR,"getaround, inc"
5810,0001069394,FSI,flexible solutions international inc
5811,0001616262,RMCF,"rocky mountain chocolate factory, inc."
5812,0001935092,CETI,"cyber enviro-tech, inc."
5813,0001481241,PSHG,performance shipping inc.
5814,0001218683,MIGI,mawson infrastructure group inc.
5815,0001848898,AAGR,african agriculture holdings inc.
5816,0000315958,CRMZ,creditriskmonitor com inc
5817,0001591956,ANY,sphere 3d corp.
5818,0001823365,GBNY,"generations bancorp ny, inc."
5819,0001875496,YGF,"yangufang international group co., ltd"
5820,0000868822,CRCUF,canagold resources ltd.
5821,0001038277,INIS,international isotopes inc
5822,0001750155,CWBHF,"charlotte's web holdings, inc."
5823,0001419275,RVYL,ryvyl inc.
5824,0001938186,JYD,jayud global logistics ltd
5825,0001897245,HWH,hwh international inc.
5826,0000010048,BRN,barnwell industries inc
5827,0001709819,FEDU,four seasons education (cayman) inc.
5828,0001808110,DDC,ddc enterprise ltd
5829,0001971260,OGGIF,web3 ventures inc.
5830,0000830616,SCIA,"sci engineered materials, inc."
5831,0001706524,UGRO,"urban-gro, inc."
5832,0001509646,FENG,phoenix new media ltd
5833,0000056701,KOSS,koss corp
5834,0001844392,MRAI,"marpai, inc."
5835,0001944902,OMH,ohmyhome ltd
5836,0000862022,HGTXU,hugoton royalty trust
5837,0001712762,BIAF,"bioaffinity technologies, inc."
5838,0001708176,HOFV,hall of fame resort & entertainment co
5839,0001309082,CEI,"camber energy, inc."
5840,0001450704,VIVK,"vivakor, inc."
5841,0001034760,WYY,widepoint corp
5842,0001365388,HSTI,"high sierra technologies, inc."
5843,0001492674,TTOO,"t2 biosystems, inc."
5844,0001629210,PZG,paramount gold nevada corp.
5845,0001854445,VRAR,"glimpse group, inc."
5846,0001878313,MAIA,"maia biotechnology, inc."
5847,0001436229,BTCS,btcs inc.
5848,0000788611,NTRP,"sigma additive solutions, inc."
5849,0001840780,LOCL,local bounti corporation/de
5850,0001496383,ILUS,ilustrato pictures international inc.
5851,0000727207,AXDX,"accelerate diagnostics, inc"
5852,0001398172,NASO,"naples soap company, inc."
5853,0001442620,RCON,"recon technology, ltd"
5854,0001013706,WHLM,"wilhelmina international, inc."
5855,0001854078,RLFTY,relief therapeutics holding sa
5856,0001651944,DMTK,"dermtech, inc."
5857,0001875091,NRSN,neurosense therapeutics ltd.
5858,0001606698,ALPP,"alpine 4 holdings, inc."
5859,0000716643,RGS,regis corp
5860,0001842556,HNRA,hnr acquisition corp.
5861,0001498148,AITX,artificial intelligence technology solutions inc.
5862,0001722926,ASLN,aslan pharmaceuticals ltd
5863,0001659323,ITRM,iterum therapeutics plc
5864,0001631282,DTSS,datasea inc.
5865,0001725872,BMTX,"bm technologies, inc."
5866,0001800315,GLTO,"galecto, inc."
5867,0000768216,LOGQ,"coyni, inc."
5868,0001051514,SSKN,"strata skin sciences, inc."
5869,0001326205,IGC,"igc pharma, inc."
5870,0001874252,MYNZ,mainz biomed n.v.
5871,0001946703,WBUY,webuy global ltd
5872,0001101396,DLA,"delta apparel, inc"
5873,0001580864,VRM,"vroom, inc."
5874,0001757840,INDO,indonesia energy corp ltd
5875,0001311673,YTFD,"yale transaction finders, inc."
5876,0001892322,HTCR,"heartcore enterprises, inc."
5877,0001413898,DALN,dallasnews corp
5878,0001430306,TNXP,tonix pharmaceuticals holding corp.
5879,0000723533,LWLW,longwen group corp.
5880,0001479419,KALA,"kala bio, inc."
5881,0000066418,MXC,mexco energy corp
5882,0001687451,ZKIN,"zk international group co., ltd."
5883,0001582982,CCLD,"carecloud, inc."
5884,0001624326,PAVM,pavmed inc.
5885,0001304161,PBSV,"pharma-bio serv, inc."
5886,0001762359,ACRHF,"acreage holdings, inc."
5887,0001418489,GNRV,grand river commerce inc
5888,0001575858,PUBC,purebase corp
5889,0001775734,BENF,beneficient
5890,0001082324,VHC,virnetx holding corp
5891,0001622057,NBIO,nascent biotech inc.
5892,0001919246,CHRO,chromocell therapeutics corp
5893,0001961847,INHD,inno holdings inc.
5894,0001651721,GIPR,"generation income properties, inc."
5895,0000867038,SPND,spindletop oil & gas co
5896,0001066923,FTFT,future fintech group inc.
5897,0001840233,XLO,"xilio therapeutics, inc."
5898,0001948697,SPPL,simpple ltd.
5899,0000915358,SGMA,sigmatron international inc
5900,0001598646,NERV,"minerva neurosciences, inc."
5901,0001757143,AIH,aesthetic medical international holdings group ltd
5902,0001703157,SCTH,"securetech innovations, inc."
5903,0001130598,ONTX,"onconova therapeutics, inc."
5904,0001743905,RVSN,rail vision ltd.
5905,0001676047,NTRB,nutriband inc.
5906,0001535955,LPCN,lipocine inc.
5907,0001477246,SANW,s&w seed co
5908,0001733413,TFFP,"tff pharmaceuticals, inc."
5909,0001117057,PLAG,planet green holdings corp.
5910,0001614744,PPBT,purple biotech ltd.
5911,0001638298,UGEIF,uge international ltd.
5912,0001763657,OWVI,one world ventures inc
5913,0000878932,EQS,"equus total return, inc."
5914,0001438461,ELRE,yinfu gold corp.
5915,0001857086,TRUG,"trugolf holdings, inc."
5916,0001816723,GRFX,graphex group ltd
5917,0001477960,CBBB,blue chip technologies corp.
5918,0001830072,IPW,ipower inc.
5919,0001825349,CHSN,chanson international holding
5920,0001871149,RGF,"real good food company, inc."
5921,0001083220,XELB,"xcel brands, inc."
5922,0000087050,NEON,neonode inc.
5923,0001737339,JG,aurora mobile ltd
5924,0001976443,SYNX,silynxcom ltd.
5925,0000942126,TAIT,taitron components inc
5926,0001785345,LABP,"landos biopharma, inc."
5927,0001175596,AXREF,amarc resources ltd
5928,0001321851,SEED,origin agritech ltd
5929,0001686000,JGLDF,japan gold corp.
5930,0001101433,QMCI,quotemedia inc
5931,0001903995,MGIH,millennium group international holdings ltd
5932,0001779578,QLI,qilian international holding group ltd
5933,0001096275,WKSP,worksport ltd
5934,0001265521,TRFE,trustfeed corp.
5935,0001769116,VIAO,via optronics ag
5936,0001822145,PRST,presto automation inc.
5937,0001675634,PIXY,"shiftpixy, inc."
5938,0001339688,LCGMF,lion copper & gold corp.
5939,0001929589,MRDB,mariadb plc
5940,0001210618,SPI,"spi energy co., ltd."
5941,0001650287,QYOUF,qyou media inc.
5942,0001835615,MHUA,"meihua international medical technologies co., ltd."
5943,0001698702,ARGC,arion group corp.
5944,0001757097,CNTG,centogene n.v.
5945,0001391426,CLNV,clean vision corp
5946,0000090168,SIF,sifco industries inc
5947,0000880984,ACFN,"acorn energy, inc."
5948,0001842952,CNTX,context therapeutics inc.
5949,0001427925,TLPH,"talphera, inc."
5950,0001015647,AAU,almaden minerals ltd
5951,0000885307,JCTCF,jewett cameron trading co ltd
5952,0001659617,MBRX,"moleculin biotech, inc."
5953,0001546296,IPDN,"professional diversity network, inc."
5954,0000313364,MTR,mesa royalty trust/tx
5955,0000894501,GRHI,"gold rock holdings, inc."
5956,0001877939,CTM,"castellum, inc."
5957,0001318482,KDOZF,kidoz inc.
5958,0001662684,KULR,"kulr technology group, inc."
5959,0001596856,LEJU,leju holdings ltd
5960,0001660046,IMRN,immuron ltd
5961,0000719494,INRD,"inrad optics, inc."
5962,0000890066,GLBZ,glen burnie bancorp
5963,0000883975,MBOT,microbot medical inc.
5964,0001843656,RMCO,royalty management holding corp
5965,0001307579,LIQT,liqtech international inc
5966,0001445815,BIXT,"bioxytran, inc"
5967,0001763660,SEAV,seatech ventures corp.
5968,0001173204,CNVS,cineverse corp.
5969,0001769697,LITM,snow lake resources ltd.
5970,0001716338,PT,pintec technology holdings ltd
5971,0001933567,NRXS,"neuraxis, inc"
5972,0001472072,CCM,concord medical services holdings ltd
5973,0001854270,SNTI,"senti biosciences, inc."
5974,0001071840,WNDW,"solarwindow technologies, inc."
5975,0001169034,BHV,blackrock virginia municipal bond trust
5976,0001546853,SKKY,"skkynet cloud systems, inc."
5977,0001378140,OPTT,"ocean power technologies, inc."
5978,0000806517,PMD,psychemedics corp
5979,0001963088,ATCH,"atlasclear holdings, inc."
5980,0001862490,DCFC,tritium dcfc ltd
5981,0001589061,GYRO,"gyrodyne, llc"
5982,0001701756,SDOT,sadot group inc.
5983,0001792554,EQMEF,equity metals corp
5984,0001857044,INDP,"indaptus therapeutics, inc."
5985,0001481443,TCRI,"techcom, inc."
5986,0001985062,PBM,psyence biomedical ltd.
5987,0001406434,PCST,"pure capital solutions, inc."
5988,0000073290,BMRA,biomerica inc
5989,0001385818,AYTU,"aytu biopharma, inc"
5990,0001426506,SMGI,smg industries inc.
5991,0001406944,TRBMF,torq resources inc.
5992,0000946644,AIM,aim immunotech inc.
5993,0001784168,ELMSQ,"electric last mile solutions, inc."
5994,0001603993,NISN,"nisun international enterprise development group co., ltd"
5995,0001939965,BREA,brera holdings plc
5996,0001518461,AMPG,"amplitech group, inc."
5997,0001083490,SRRE,sunrise real estate group inc
5998,0001493130,MAPPF,prostar holdings inc. /bc
5999,0001157075,PMCB,"pharmacyte biotech, inc."
6000,0001855557,HLP,hongli group inc.
6001,0001756180,NCRA,"nocera, inc."
6002,0001869467,OP,oceanpal inc.
6003,0001592560,TCTM,tctm kids it education inc.
6004,0001512922,PETV,"petvivo holdings, inc."
6005,0001527599,SYBX,"synlogic, inc."
6006,0000914139,PRKR,parkervision inc
